index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
90,The city has been sent into commotion by an ancient creature that has been brought to life by an old psychic medium.,"The ancient monster, which an old medium awakened to life, has thrown the city into a state of turmoil.","The ancient monster, which an old medium awakened to life, has thrown the city into disarray.","The ancient creature, which an old spiritualist awakened, has caused turmoil in the city.",0.032,0.0318,0.0287,0.2909,0.295,0.1755,0.6257,0.6273,0.5899,0.806,0.8103,0.7666
92,"With this goal in mind, the young woman drags a real mummy out of Egypt.",A girl drags a real mummy from Egypt for the same purpose.,The girl drags a real mummy from Egypt for the same purpose.,A girl brings a genuine Egyptian mumie for the same purpose.,0.1635,0.1635,0.0148,0.3293,0.3293,0.0685,0.6043,0.6218,0.5473,0.7675,0.7727,0.6699
96,"Besson's style in this film is composed of linguistic showmanship, actorly clowning, and a balancing act of plot (circus terms are quite apt — the marriage of the two art forms in the film is stronger and more organic than ever).","The style of Besson in this film is made up of verbal trickery, acting clownery, and plot acrobatics (circus terms are quite appropriate - the unity of the two arts here is as organic and strong as ever).","The style of Besson in this film is characterized by theatrical language, exaggerated comedic acting, and dexterous plot maneuvering (circus terms are quite appropriate as the unity of the two arts here is as organic and strong as ever).","The style of Besson in this film is characterized by a playful, theatrical use of language, exaggerated acting, and a deftly crafted plot structure (the use of circus terminology is apt, as the integration of these two art forms is as organic and seamless as ever).",0.1995,0.1978,0.1157,0.4453,0.4048,0.3339,0.6909,0.7184,0.713,0.8381,0.8217,0.8068
98,"She exemplifies the undeservedly forgotten type character of the adventure-seeking young woman, who achieves her goals not so much through exploiting her sexuality as though pure panache and courage.","In her, the undeservedly forgotten type of the adventuress was embodied, who takes not so much by the exploitation of sexuality, but by the purest daring and courage.","The undeservedly forgotten archetype of the adventurer was embodied in her, who takes not so much by the exploitation of sexuality, but rather by the purest daring and courage.","The adventurous woman embodied in her an undeservedly forgotten archetype, who captivates not so much through the exploitation of sexuality, but rather through sheer audacity and bravery.",0.1607,0.0702,0.1189,0.4201,0.3739,0.3487,0.5427,0.5584,0.6262,0.6827,0.6936,0.7595
99,Usually in films this type of woman is set against some kind of standard machismo or doe-eyed romanticism,A typical movie scenario involves pairing such girls with a standard macho man or a dreamy romantic.,"In movies, such girls are typically paired with a duty-bound macho man or a dreamy romantic.","In movies, such women are typically paired with a generic masculine character or a romantic type.",0.0128,0.0108,0.0128,0.0559,0.0562,0.0843,0.5289,0.5518,0.57,0.6681,0.693,0.7141
104,"Having trained himself on a long string of ""low-hanging"" genre films and having, so it seemed, gone completely stale, Luc Besson showed unexpected creative daring, reminding us that the barrier between the tastes of bored megamall cinema attendees and high-minded art-house film fanatics can be easily overcome by movies made for life-loving weirdos.","Trained on numerous genre ""cats"" and, it seemed, completely soured, Luc Besson showed unexpected creative daring, reminding that the boundary between the preferences of bored visitors of megamalls and high-browed regulars of art-house halls is easily overcome by films for cheerful madmen.","Luc Besson, having been trained on numerous genre films and seemingly jaded, displayed unexpected creative daring, reminding us that the boundary between the preferences of bored megamall visitors and the discerning regulars of art-house theaters can be easily overcome by films made for enthusiastic audiences.","Luc Besson, who had seemingly grown weary after working on numerous film genres, unexpectedly displayed creative daring, reminding us that the boundary between the preferences of bored shoppers at large retail centers and the discerning patrons of independent cinemas can be easily bridged by films catering to cheerful enthusiasts.",0.2167,0.2479,0.1534,0.5025,0.5255,0.349,0.5329,0.6197,0.6474,0.6665,0.756,0.7292
107,"Jonathan Liebesman's debut horror film, a claustrophobic thriller with attempts made at psychology and the political context of 2002, was berated by critics but liked by the public. It performed well at the box office and, most importantly, ended up in front of producer Michael Bay.","A hermetic horror with a claim to psychologism and political context, Jonathan Liebesman's 2002 debut horror film was panned by critics, but was liked by the public and did well at the box office, and most importantly - caught the eye of producer Michael Bay.","A claustrophobic horror film with aspirations to explore psychological and political themes, Jonathan Liebesman's 2002 debut horror was panned by critics but resonated with the public, earning strong box office results and catching the attention of producer Michael Bay.","The 2002 debut horror film by Jonathan Liebesman, a claustrophobic thriller with psychological depth and political undertones, was panned by critics but well-received by audiences and performed strongly at the box office, ultimately catching the attention of producer Michael Bay.",0.2624,0.1454,0.2464,0.4725,0.4231,0.4785,0.6939,0.7348,0.7523,0.7985,0.7999,0.807
115,And three men inside a locked room try to work out a strategy to survive: Should they join together as a team or shoot each other?,"""And three men in a locked room are trying to develop a survival strategy: to unite as a team or to shoot each other?""","""Three men in a locked room are trying to work out a survival strategy: to unite as a team or shoot each other?""",Three men in a locked room are considering uniting as a group or attacking each other to ensure their survival.,0.261,0.3985,0.0521,0.5373,0.6131,0.3262,0.7737,0.7794,0.7224,0.8862,0.8947,0.8389
117,Or should they try to break out of their cage at any cost?,To try to break one's cage at any cost.,To try and break free from one's constraints at any cost.,Or to try to break free from one's cage at any cost?,0.2583,0.0809,0.3662,0.4674,0.2906,0.6038,0.6086,0.6053,0.7463,0.7015,0.6596,0.8117
118,"They are not undergoing the test alone — so is a young, ambitious special agent who the experienced professor, who has been learning from savage experiments, is testing for her ruthlessness.","The young ambitious employee of the special services, who is tested for ruthlessness by an experienced professor who has become adept at wild experiments, undergoes the verification, not only them.","The experienced professor, who has become adept at wild experiments, tests the young ambitious employee of the intelligence agencies for ruthlessness, and they both undergo the verification.","The young, ambitious employee of the intelligence services is tested for ruthlessness by an experienced professor skilled in unconventional experiments.",0.0279,0.1373,0.0365,0.3432,0.3094,0.2349,0.5446,0.5757,0.5902,0.7004,0.7261,0.7432
120,They are placed in an isolated room and each is given a bundle of papers with nonsensical questions.,They are placed in an isolated room and given each a stack of papers with meaningless questions.,They are placed in an isolated room and each given a pile of papers with meaningless questions.,They are seated in an isolated room and given a stack of papers with meaningless questions.,0.4971,0.563,0.324,0.8112,0.83,0.7773,0.8197,0.8358,0.7878,0.8958,0.8956,0.8739
122,"A game for survival begins, which is carefully observed from behind glass by government agents.","The game of survival begins, which is being closely observed by government agents behind the glass.","The game of survival begins, which is being closely observed by government agents from behind the glass.","The game for survival has begun, closely observed by government agents.",0.3036,0.303,0.2189,0.5449,0.6168,0.4606,0.7527,0.7672,0.7279,0.8885,0.9013,0.8462
126,"She is offended by her father's courtesan lifestyle and openly looks on as he, as if parodying the famous scene from Paul Verhoeven's Showgirls, dives into a pool after his next romantic prey.","She is offended by her father's courtly way of life and openly peeps at how he, as if parodying the famous scene from Paul Verhoeven's ""Showgirls"", dives into the pool after another romantic victim.","She is offended by her father's courtly lifestyle and openly peeps as he, as if parodying the famous scene from Paul Verhoeven's ""Showgirls"", dives into the pool after another romantic conquest.","She is offended by her father's playful way of life and openly watches as he, as if parodying the famous scene from Paul Verhoeven's ""Showgirls"", dives into the pool after another romantic conquest.",0.4778,0.5643,0.5173,0.6802,0.7497,0.7138,0.6387,0.6697,0.7222,0.7857,0.8203,0.8251
129,Mher Mkrtchyan and Pavl Bardin filmed the weak melodramatic comedy Troe I Snezhnika with Ivan Urgant.,"""Mger Mkrtchyan, along with Pavel Bardin, directed a comedy with Ivan Urgant called 'Three and a Snowflake'.""","""Mger Mkrtchyan, along with Pavel Bardin, filmed a sluggish melodramatic comedy with Ivan Urgant called 'Three and a Snowflake'.""","""Mger Mkrtchyan and Pavel Bardin directed the comedy 'Three and a Snowflake' starring Ivan Urgant.""",0.0524,0.0561,0.0713,0.196,0.3136,0.1887,0.566,0.6561,0.5611,0.6616,0.6565,0.6795
133,"Especially unfortunate is the plot line about the business of reselling of football players, which was left behind the scenes.","Especially regrettable is the line about the business of reselling football players, which remained off-screen.",The line about the business of buying and selling football players was unfortunately left out.,"The line about the business of buying and selling football players, which was left out, is particularly regrettable.",0.3574,0.1979,0.3918,0.4856,0.3259,0.5459,0.7719,0.6436,0.6435,0.7557,0.7081,0.7393
137,"But the film's writer ""scored a goal"" with a potential slogan for the film's audience: ""Don't look for problems where there are none."" It couldn't be more apt.","""But with the potential slogan for the film's audience, the author hit the ""bullseye"": ""Don't look for a problem where there isn't one."" Couldn't have said it better.""","""But with the potential slogan for the film's audience, the author hit the mark perfectly: ""Don't look for a problem where there isn't one."" Couldn't have said it better.""","""The author hit the nail on the head with the potential slogan for the film's audience: ""Don't look for a problem where there isn't one."" Couldn't have said it better.""",0.2955,0.303,0.3512,0.5249,0.523,0.6103,0.6362,0.6871,0.6782,0.8034,0.8182,0.8103
140,The films' protagonists run around the same parts of the world (both films begin in Latin America and end in the port of Los Angeles) and use the same screen effects: in both cases something filled with American bills explodes and a whirlwind of greenbacks drifts down onto the set.,"The heroes ride almost through the same parts of the world (both films start in Latin America and end in the port of Los Angeles) and exploit the same spectacular shots - in both, something stuffed with dollar bills explodes, and a whirlwind of dollars descends on the sets.","The heroes gallop through nearly the same parts of the world (both films start in Latin America and end in the port of Los Angeles) and exploit the same spectacular shots - in both, something packed with dollar bills explodes, and a whirlwind of dollars descends on the sets.","The heroes travel through practically the same parts of the world (both films start in Latin America and end in the port of Los Angeles) and feature the same spectacular shots - in both, something stuffed with dollar bills explodes, and a whirlwind of dollars descends on the film sets.",0.4473,0.4473,0.4471,0.6546,0.6546,0.6533,0.7168,0.7343,0.7471,0.7915,0.7835,0.8051
146,"It's astonishing how they, without conferring with one another, drew different material down to an absolutely identical, explosion-filled common denominator. They made trundling, predictable, and unneeded action films that recall a great bulk of the movies made by Willis and Schwarzenegger (with the comparison always falling in favor of Bruce and Arnold).","It's simply amazing how, without conspiring, they brought different material to an absolutely identical, thunderous denominator, creating rather heavy, predictable, unnecessary action films that evoke a multitude of images with Willis and Schwarzenegger (the comparisons invariably turn out in favor of Bruce and Arnold).","It's simply amazing how, without conspiring, they brought different material to an absolutely identical, resounding common denominator, creating rather heavy, predictable, unnecessary action films that evoke a multitude of images with Willis and Schwarzenegger, with the comparisons invariably favoring Bruce and Arnold.","Amazingly, without any coordination, they brought different material to an absolutely identical, loud and noisy result, creating rather heavy, predictable, unnecessary action films that strongly evoke the films of Willis and Schwarzenegger (the comparisons invariably favor Bruce and Arnold).",0.277,0.1545,0.2047,0.4761,0.4131,0.3907,0.6413,0.655,0.6457,0.7753,0.7801,0.7651
151,"But they are alive — alive and determined to get revenge, whatever it takes, on the ne'er-do-well with the ominous voice who orchestrated the whole event.",But they are alive - and intend to take revenge at all costs on the scoundrel with the languid voice who orchestrated all this.,But they are alive - and intend to do whatever it takes to take revenge on the villain with the soft voice who orchestrated all this.,But they are alive - and intend to take revenge on the villain with a soft voice who orchestrated all this.,0.1529,0.1839,0.1416,0.4953,0.5653,0.4761,0.7006,0.664,0.6075,0.7843,0.7621,0.7185
153,It's made from recycled material like a highly-digestible action flick,"Made from recycled materials, conditionally edible action movie.","A small action movie made from recycled materials, somewhat edible.","Made from recycled materials, an inedible action thriller.",0.0447,0.0906,0.0447,0.3827,0.446,0.3827,0.5159,0.567,0.5568,0.6609,0.7096,0.6867
154,A simple story about an escapee from a Romanian labor camp,A simple story about a fugitive Romanian convict.,A simple story about a Romanian convict on the run.,A simple story about a Romanian fugitive.,0.2645,0.279,0.2826,0.5257,0.5403,0.5556,0.5591,0.5919,0.6118,0.8063,0.8054,0.8402
158,"It's sure to be realistic and, indeed, brutal.","It will be realistic, and harsh.","Undoubtedly, it will be realistic and harsh.",It will be a realistic and severe depiction.,0.0469,0.0966,0.0457,0.0641,0.2373,0.125,0.7494,0.7453,0.6866,0.9006,0.9016,0.8199
159,There's a high chance it will star non-professional actors.,High probability of participation of non-professional actors.,Highly likely participation of non-professional actors.,The probability of non-professional actors participating is high.,0.0945,0.0923,0.0483,0.2904,0.2155,0.0562,0.765,0.7493,0.7757,0.8212,0.8176,0.8626
161,"Moreover, without knowing the film's year of release, it's possible to simply interpret the film's action as the exercises of some underground critical realists from Warsaw Pact countries who read Bresson's lectures from the early 80s","Also, without knowing the year of release, one can easily mistake what is happening on the screen for exercises of some underground critical realists from the Warsaw Pact countries, who were given a lecture on Bresson in the early 80s.","Also, without knowing the year the film was made, one can easily mistake the events on the screen for exercises of some clandestine critical realists from the Warsaw Pact countries, who were given a lecture on the filmmaker Bresson in the early 80s.","Also, without knowing the year of release, one could easily mistake the exercises on the screen as those of some underground critical realists from the Warsaw Pact countries, who were given a lecture about the filmmaker Bresson in the early 1980s.",0.3046,0.1431,0.2664,0.5458,0.4178,0.5406,0.7072,0.6743,0.6988,0.7669,0.7742,0.7802
168,"converted into an exploitation film à la 1970s, with a cowboy who decides to walk out of prison — which he was soon to be released from — over to the nearest saloon).","Convert to a 70s-style exploitation, with a cowboy who decides to take a stroll from the prison, where he's about to be released, to the nearest saloon.","Convert to a 1970s-style exploitation flick, with a cowboy who decides to take a stroll from the prison, where he's about to be released, to the nearest saloon.","Convert the content into a 1970s-style exploitation film, featuring a cowboy who decides to leave the prison, where he's about to be released, and head to the nearest bar.",0.2769,0.2774,0.1842,0.3918,0.4117,0.3792,0.7215,0.7425,0.6882,0.7333,0.76,0.7657
175,"It's a decent debut providing a modicum of hope that, someday, Romanian art-house cinema will begin to develop in a decent direction","A decent debut, instilling a weak hope that the Romanian art house will someday grow into a respectable direction.","The debut is not bad, instilling a glimmer of hope that the Romanian film scene will someday develop into a respectable direction.","The debut was not bad, instilling a weak hope that the Romanian art scene will someday develop into a proper direction.",0.0291,0.0531,0.0246,0.1843,0.2654,0.1598,0.6065,0.6971,0.5911,0.7992,0.8269,0.7946
178,"Despicable Me is, quite possibly, his team's best work yet: the film is beautifully animated (it is, by the way, worth watching even if you're 30 — especially if you like it when objects occasionally try to jump out of the screen and into the theater), intelligently written, and, most importantly, is without a single ""below-the-belt"" joke of the type that, in Ice Age, makes you to press yourself into your chair out of embarrassment and cover your kids' ears with your hands.","""Despicable Me"" is probably the best work of his team: the picture is beautifully drawn (by the way, it's worth watching in 3D), especially if you like when different objects constantly try to jump out of the screen into the hall), decently written, and, most importantly, there is not a single below-the-belt joke here, because of which you had to shyly shrink into the chair and cover the children's ears with your hands on ""Ice Age"".","""Despicable Me"" is most likely the best work of his team: the picture is beautifully drawn (by the way, it's worth watching in 3D, especially if you enjoy when different objects constantly try to jump out of the screen into the hall), decently written, and, most importantly, there are no below-the-belt jokes here, which would have made you feel compelled to shyly shrink into your seat and cover your children's ears during ""Ice Age"".","""Despicable Me"" is probably the best work of his team: the film is beautifully animated (and worth watching in 3D), especially for those who enjoy when various objects seem to jump out of the screen. It is competently written, and most importantly, there are no crude jokes that would make one feel compelled to cover a child's ears, as was the case with the ""Ice Age"" films.",0.2488,0.216,0.1661,0.481,0.4256,0.3382,0.6019,0.6241,0.6509,0.7463,0.7867,0.7614
