index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
19,"The 77-year-old Sissi Engl is the heart and soul of the dance studio at the East station. She is an actress, dancer and choreographer. ""We are one big family; we welcome big and small, old and young.""","The 77-year-old Sissi Engl is the good soul of the dance studio at the Ostbahnhof. She is an actress, dancer, and choreographer. ""We are a big family, here both the old and young, big and small, are welcome.""","The 77-year-old Sissi Engl is the heart and spirit of the dance studio at the Ostbahnhof. She is an actress, dancer, and choreographer. ""At our studio, both the old and young, big and small, are welcome.""","The 77-year-old Sissi Engl is the heart and soul of the dance studio at the East Train Station. She is an actress, dancer, and choreographer. ""We are a welcoming community, where young and old are all embraced.""",0.5222,0.5134,0.5905,0.652,0.6225,0.7395,0.707,0.7023,0.7653,0.856,0.8645,0.872
22,"As digitalization advances, some people are rediscovering their desire for analog","With increasing digitalization, the desire for analog is growing again in some.","With increasing digitalization, the desire for analog is growing again for some.","As digitalization increases, some are once again finding themselves drawn to the analog.",0.0841,0.0841,0.0437,0.2653,0.1351,0.2818,0.7337,0.7547,0.7632,0.8152,0.8415,0.8497
23,"The speed at which our everyday life is becoming digital does not allow us time to create rules for how to deal with it and adapt the way that we communicate and work, opines DNN columnist Claudia Muntschick.","The speed with which our everyday life became digital left us little time to establish rules for dealing with it and to adapt our communication and work methods accordingly, says DNN columnist Claudia Muntschick.","The relentless pace at which our everyday life became digital left us little time to establish rules for dealing with it and to adapt our communication and work methods accordingly, says DNN columnist Claudia Muntschick.","The rapid digitalization of our everyday lives left us little time to establish rules for navigating this new landscape and adapt our communication and work methods accordingly, says DNN columnist Claudia Muntschick.",0.227,0.2538,0.1441,0.6065,0.6165,0.4264,0.7872,0.7574,0.7709,0.8837,0.8848,0.8663
24,"Dresden. In 1985, there were three options if you wanted to hold a telephone conversation in Bautzen. Either you belonged to the six percent of lucky people who had a private line. Otherwise, you knew someone from this exclusive group in your neighborhood and could phone relatives from their house in exchange for a bottle of Radeberger. Alternatively, you had to look for a telephone booth. The smell of the plastic receiver and the clicks as the change fell into the coin machine were unforgettable. It was my greatest dream to be able to see the face of the other person when calling - a visual telephone, how great would that be, I thought!","Dresden. If you wanted to make a phone call in Bautzen in 1985, there were three possibilities. Either you were one of the six percent of the lucky ones who had a private connection. Or you were one of those who had someone from this exclusive group in the neighborhood and could call the relatives there for a bottle of Radeberger. Or you looked for a public phone booth. The smell of the plastic receiver and the clicking of the coins in the machine were unforgettable. My biggest dream was to be able to see the face of the other person when making a call - video telephony, I thought, what a great thing that would be!","Dresden. If you wanted to make a phone call in Bautzen in 1985, there were three possibilities. Either you were one of the six percent of the lucky ones who had a private connection. Or you were one of those who had someone from this exclusive group in the neighborhood and could call their relatives there for a bottle of Radeberger beer. Or you looked for a public phone booth. The smell of the plastic receiver and the clicking of the coins in the machine were unforgettable. My biggest dream was to be able to see the face of the other person when making a call - video telephony, I thought, what a great thing that would be!","Dresden. In 1985, if you wanted to make a phone call in Bautzen, there were three options: being one of the lucky 6% with a private line, knowing someone in that exclusive group who would let you use their phone for a bottle of local beer, or using a public phone booth. The smell of the plastic receiver and the sound of coins in the machine were unforgettable. My greatest dream was to be able to see the other person's face during a call - videoconferencing, I thought, how amazing that would be!",0.379,0.3694,0.2766,0.6483,0.6478,0.5024,0.6946,0.6911,0.6599,0.828,0.8308,0.8013
28,"After just one and a half years in office, Prime Minister Natalia Gavralita surprisingly resigned. The head of the pro-European government was under extreme pressure, which was the explanation she gave publicly for her resignation - she was apparently treated with hostility by pro-Russian forces.","After just a year and a half in office, Prime Minister Natalia Gavrilita surprisingly resigned. The pro-European head of government was under massive pressure, as she herself announced as an explanation for her resignation - apparently she was attacked by pro-Russian forces.","After serving just one and a half years in office, Prime Minister Natalia Gavrilova surprisingly resigned. The pro-European head of government was under massive pressure, as she herself announced as an explanation for her resignation - apparently she was attacked by pro-Russian forces.","Prime Minister Natalia Gavrilita unexpectedly resigned after just a year and a half in office. The pro-European Prime Minister faced significant pressure, as she herself stated when announcing her resignation - she was apparently targeted by pro-Russian forces.",0.3254,0.4421,0.2202,0.6784,0.7194,0.4823,0.7498,0.7279,0.7556,0.8452,0.8504,0.8426
33,That was what the stars were wearing,The celebrity costumes.,The celebrity costumes were.,These were the costumes of the celebrities.,0.0,0.036,0.033,0.0758,0.0746,0.1429,0.3767,0.4149,0.6501,0.6275,0.5775,0.7883
35,"Father figure of the state Markus Söder may appear to have dressed as Moses, which his costume suggests. But he considers himself to be the Bavarians' tribal elder. Wife Karin Baumüller-Söder is at his side.","Landesvater Markus Söder went not as Moses, which his costume might suggest. He sees himself more as the tribal elder of Bavaria. By his side, wife Karin Baumüller-Söder.","Markus Söder, the state's political leader, did not go as Moses, despite his costume suggesting otherwise. He sees himself more as a father figure for the people of Bavaria. By his side is his wife, Karin Baumüller-Söder.","Markus Söder, the state premier of Bavaria, did not dress as Moses, despite his costume suggesting otherwise. He sees himself more as the political leader of Bavaria. Alongside him is his wife, Karin Baumüller-Söder.",0.1752,0.045,0.0465,0.3725,0.2673,0.2899,0.5152,0.6108,0.6128,0.7762,0.7846,0.7791
36,"The Bavarian Minister of Environmental and Consumer Protection, Thorsten Glauber, chose to dress as the children's hero Chase from PAW Patrol.","Thorsten Glauber, Bavaria's Minister for the Environment and Consumer Protection, has chosen the child hero Chase from Paw Patrol for his costume.","Thorsten Glauber, Bavaria's Minister for the Environment and Consumer Protection, has chosen the child hero Chase from Paw Patrol as his costume.","Thorsten Glauber, Bayerns Minister für Umwelt und Verbraucherschutz, hat sich für sein Kostüm die Figur Chasse aus der Kinderserie Paw Patrol ausgesucht.",0.185,0.188,0.0463,0.5332,0.568,0.1496,0.7195,0.7287,0.5181,0.8645,0.8584,0.7656
38,"His head is in the clouds: The Minister of Science and Art, Markus Blume, is on his way to outer space.","Completely detached: Minister for Science and Art, Markus Blume, is drawn to outer space.","Minister for Science and Art, Markus Blume, is completely out of touch with reality and drawn to outer space.","The Minister of Science and Culture, Markus Blume, is captivated by the allure of outer space.",0.3728,0.3859,0.3304,0.486,0.4859,0.4674,0.5256,0.6273,0.6159,0.6129,0.718,0.7572
41,"Bob the Builder, also known as Minister of Construction Christian Bernreiter, with his wife Ann-Kathrin Jandt-Bernreiter as Wendy.","Bob the Builder, alias Construction Minister Christian Bernreiter, with his wife Ann-Kathrin Jandt-Bernreiter as Wendy.","Bob the Builder, also known as Christian Bernreiter, with his wife Ann-Kathrin Jandt-Bernreiter as Wendy.","Christian Bernreiter, the Construction Minister, with his wife Ann-Kathrin Jandt-Bernreiter as Wendy.",0.6254,0.7626,0.459,0.7817,0.8465,0.617,0.8438,0.7935,0.687,0.8917,0.8632,0.847
47,The SPD faction leader loves hiking: Florian von Brunn with the SPD state chairperson Ronja Endres.,Hiking is the pleasure of the SPD parliamentary group leader: Florian von Brunn with the SPD state chairwoman Ronja Endres.,The SPD parliamentary group leader's pleasure is hiking: Florian von Brunn with SPD state chairwoman Ronja Endres.,"Florian von Brunn, the leader of the SPD parliamentary group, enjoys hiking with Ronja Endres, the state chairwoman of the SPD.",0.3908,0.3571,0.0643,0.73,0.7315,0.4841,0.6784,0.7012,0.7105,0.7974,0.7984,0.8142
49,"He would otherwise have a lot to say. Manfred Weber, faction chairperson in the EU Parliament, was out and about as a mime in Veitshöchheim. Wife Andrea at his side.","Otherwise, he certainly speaks more. In Veitshöchheim, the parliamentary group leader in the EU Parliament, Manfred Weber, was out and about as a mime artist. By his side, Ms. Andrea.","Manfred Weber, the parliamentary group leader in the EU Parliament, was acting as a mime artist in Veitshöchheim. His companion was Ms. Andrea.","Otherwise, he certainly speaks more. In Veitshöchheim, the parliamentary group leader in the EU Parliament, Manfred Weber, was out and about as a mime performer. By his side was Andrea.",0.3321,0.2311,0.3415,0.511,0.4219,0.5,0.5813,0.6125,0.5686,0.7549,0.7655,0.7604
52,"Back to the 1920s: the legal director of the Bavarian Broadcasting Service, Eva Majuntke, Bavarian Broadcasting Service artistic director Katja Wildermuth, and Bavarian Broadcasting Service cultural program director Björn Wilhelm.","Back to the 1920s: the legal director of the BR, Eva Majuntke, BR director Katja Wildermuth and BR culture program director Björn Wilhelm.","Back to the 1920s: the legal affairs director of the BR, Eva Majuntke, BR director Katja Wildermuth, and BR cultural program director Björn Wilhelm.","Revisiting the 1920s: Eva Majuntke, the legal director of the Bavarian Broadcasting Corporation (BR), BR director Katja Wildermuth, and BR culture program director Björn Wilhelm.",0.4529,0.4897,0.4349,0.6426,0.675,0.6688,0.7636,0.7487,0.7367,0.6757,0.7025,0.7539
53,"A small potshot was taken at environmental activists by Franconian crime scene detective Sebastian Fleischer, played by Alexander Leopold Schadt.",A small sideswipe against the climate activists from the Franconian Tatort commissioner Sebastian Fleischer played by Alexander Leopold Schadt.,"A small jab against the climate activists from the Franconian Tatort detective Sebastian Fleischer, played by Alexander Leopold Schadt.","The Franconian police detective Sebastian Fleischer, played by Alexander Leopold Schadt, made a subtle jab at climate activists.",0.2761,0.4609,0.3982,0.4711,0.5918,0.4889,0.4756,0.5536,0.6279,0.6164,0.676,0.7388
56,"Bö continued his impressive run despite challenging conditions and also won the sixth sprint race of the season. The five-time Olympic champion has now won 14 World Cup titles and is closing in on his compatriot Ole Einar Björndalen. The biathlon icon, who is attending the event as a TV expert, is the uncontested recordholder with 20 World Cup gold medals. Even the fog, which was sometimes dense, did not prevent Bö from continuing his winning streak and earning his second gold medal on the racetrack. The mixed Norwegian team had already successfully defended its title on Wednesday.","Bö continued his impressive series despite difficult conditions and also won the sixth sprint race of the season. The five-time Olympic champion has now collected 14 world championship titles and is catching up with his compatriot Ole Einar Björndalen. The biathlon icon, who is on site as a TV expert, is still the undisputed record champion with 20 world championship gold medals. Even the partly heavy fog did not prevent the perpetual winner Bö from collecting his second gold on the Rennsteig. On Wednesday, he had already managed to successfully defend the title with Norway's mixed relay.","Boe continued his impressive series despite difficult conditions and won the sixth sprint race of the season. The five-time Olympic champion has now collected 14 world championship titles and is catching up with his compatriot Ole Einar Björndalen. The biathlon icon, who is on site as a TV expert, remains the undisputed record champion with 20 world championship gold medals. Even the partly heavy fog did not prevent the perpetual winner Boe from collecting his second gold on the race track. On Wednesday, he had already managed to successfully defend the title with Norway's mixed relay.","Bö extended his impressive series despite difficult conditions and won the sixth sprint race of the season. The five-time Olympic champion has now collected 14 world championship titles and is continuing to close the gap with his compatriot Ole Einar Björndalen, the biathlon legend who is on site as a TV expert and holds the record with 20 world championship gold medals. Even the heavy fog did not prevent the dominant winner Bö from collecting his second gold on the Rennsteig (a famous cross-country skiing trail in Germany). On Wednesday, he had already successfully defended the title with Norway's mixed relay.",0.4311,0.382,0.3141,0.6703,0.6226,0.6228,0.6695,0.6631,0.6399,0.8209,0.8253,0.8107
57,"Hardly anyone doubts that number three will follow during the cross-country skiing. Bö is once again the obvious favorite in the race. His skiing form is exceptional, meaning that he is surprisingly easily capable of compensating for shooting errors to a certain extent.","Hardly anyone doubts that there will be a third pursuit race. In the pursuit, Bö is once again the clear favorite. His running form is outstanding, so he can compensate for shooting errors to a certain extent shockingly easily.","In the third pursuit race, Bö is once again the clear favorite. His running form is outstanding, so he can compensate for shooting errors to a certain extent shockingly easily.","Hardly anyone doubts that a third biathlon pursuit race will follow. In the pursuit, Bö is once again the clear favorite. His outstanding running form allows him to compensate for shooting errors with remarkable ease.",0.2952,0.2254,0.1823,0.5235,0.3824,0.3927,0.6205,0.5695,0.6267,0.7501,0.7736,0.7716
59,"Six years ago, he surprisingly beat Bö by a narrow margin of 0.7 seconds in Hochfilzen. It was one of three career victories for Doll, who has only been on the podium once so far this winter. The eighth place finisher in the Beijing Olympics disappeared without a word after his poor performance and initially gave no interviews. Roman Rees made it to 19th place, and the second World Cup debutant David Zobel took 35th place.","In Hochfilzen, he won surprisingly six years ago with a narrow margin of 0.7 seconds ahead of Bö. It was one of only three career successes for Doll, who has been on the podium once so far this winter. The 8th-place finisher at the Olympics in Beijing left without a word after his weak performance and initially gave no interviews. Roman Rees finished in 19th place, the second World Championship debutant David Zobel placed 35th.","In Hochfilzen, Doll won surprisingly six years ago with a narrow margin of 0.7 seconds ahead of Bö. It was one of only three career successes for Doll, who has been on the podium once so far this winter. The 8th-place finisher at the Olympics in Beijing left without saying a word after his weak performance and initially gave no interviews. Roman Rees finished in 19th place, and the second World Championship debutant David Zobel placed 35th.","In Hochfilzen, Doll won surprisingly six years ago with a narrow 0.7-second margin over Bø. It was one of only three career successes for Doll, who has been on the podium once so far this winter. The 8th-place finisher at the Olympics in Beijing, Doll left without a word after his weak performance and initially gave no interviews. Roman Rees finished 19th, while the second World Championship debutant, David Zobel, placed 35th.",0.4728,0.4889,0.4012,0.7441,0.7523,0.6332,0.6973,0.7193,0.6743,0.8126,0.8217,0.7986
61,"The main focus of a meeting between U.S. President Joe Biden and his counterpart from Brazil, Luiz Inácio Lula da Silva, was the value of democracy. Both of them reflected on their predecessors.","At a meeting between US President Joe Biden and his Brazilian counterpart, Luiz Inácio Lula da Silva, the main focus is on the value of democracy. Both look back on their predecessors.","At a meeting between US President Joe Biden and Brazilian President Luiz Inácio Lula da Silva, the main focus is on the value of democracy. Both leaders look back on their own predecessors.","At a meeting between US President Joe Biden and his Brazilian counterpart, Luiz Inácio Lula da Silva, the focus was on the value of democracy. Both leaders reflected on their predecessors.",0.4861,0.3848,0.5104,0.716,0.6683,0.7378,0.7672,0.7568,0.7912,0.8934,0.8694,0.9063
68,"In a country with a culture of denunciation, which was already present before the coronavirus, this was how an atmosphere targeting the most dangerous opponents of the Federal Republic of Germany was created; you can call it civil democracy, you can call it late-stage capitalistic society. (Putting aside the truly dangerous in pinstripe suits and ties for the moment.)","In a country with a culture of denunciation, which existed even before Corona, public sentiment was so openly stirred up against the most dangerous opponents of the Federal Republic of Germany; let's say the bourgeois democracy, let's say the late capitalist society. (Nothing here about the truly dangerous ones in pinstripe suits and ties.)","In a country with a longstanding culture of denunciation, public sentiment was openly stirred up against the most dangerous opponents of the Federal Republic of Germany, namely the bourgeois democracy and the late capitalist society. (The truly dangerous ones in pinstripe suits and ties were not mentioned.)","In einem Land mit Denunziationskultur, die es schon vor Corona gab, wurde so öffentlich Stimmung gemacht, gegen die gefährlichsten Gegner der BRD; sagen wir mal der bürgerlichen Demokratie, sagen wir mal der spätkapitalistischen Gesellschaft.",0.3805,0.3056,0.0037,0.5241,0.5094,0.0088,0.6113,0.5791,0.4107,0.7441,0.7563,0.5342
69,"Now the Stuttgarter Zeitung, which would otherwise be chasing stories about rowdy individuals on the regional trains or people masturbating in the park, has published a new edition featuring friends of the ""war criminal"" Putin. Since they are so good-looking, there is picture gallery. Obviously, the Stuttgarter Zeitung is poorly informed, since there may be more ""Russian friends"" around the world in Asia, Africa, and Latin America than the Stuttgarter Zeitung has room for pictures.","Now the Stuttgarter Zeitung, which is usually more concerned with Audis in the S-Bahn or masturbators in the park, is publishing a new edition with Putin's ""war criminal"" friends. Because they are so beautiful, there is a photo gallery. Of course, the StZ is poorly informed, because in this world, to which Asia, Africa and Latin America belong, there may be more ""friends of Russia"" than the StZ has space for pictures.","Now the Stuttgarter Zeitung, which is usually more concerned with Raudis in the S-Bahn or masturbators in the park, is publishing a new edition featuring Putin's ""friends."" Because they are so beautiful, there is a photo gallery. Of course, the Stuttgarter Zeitung is poorly informed, as in this world, which includes Asia, Africa, and Latin America, there may be more ""friends of Russia"" than the Stuttgarter Zeitung has space for pictures.","The Stuttgarter Zeitung, which is usually more concerned with luxury cars on the S-Bahn or indecent behavior in public, has published a new edition featuring Putin's ""war criminal"" associates. Naturally, the StZ is poorly informed, as there are likely more ""friends of Russia"" in Asia, Africa, and Latin America than the StZ has space to depict in their photo gallery.",0.2686,0.3822,0.2771,0.4962,0.5728,0.4318,0.5808,0.578,0.6139,0.7344,0.7551,0.7551
72,"And by now at the very latest, stated kindly, Mrs. Wagenknecht should be the most popular politician among any people who are not yet completely daft, i.e., those who are peace-loving, pacifist, and anti-military. (And now there is no further need to differentiate.)","And at the latest now, well dialectically, Ms. Wagenknecht should be the most popular politician of all not yet completely dumbed down, i.e. peace-loving, pacifist and anti-militarist people. (And here no further differentiation is necessary.)","Ms. Wagenknecht should now be the most popular politician among those who are not yet completely indoctrinated, that is, the peace-loving, pacifist, and anti-militarist people. No further differentiation is necessary here.","Wagenknecht should now be the most popular politician among those who are not yet completely brainwashed - the peace-loving, pacifist and anti-militarist people. (No further differentiation is needed here.)",0.2119,0.2453,0.2046,0.4263,0.4934,0.4449,0.6361,0.574,0.6077,0.7438,0.7905,0.7635
76,SS massacres in Oradour-sur-Glane: The last survivor has died,The SS massacre in Oradour-sur-Glane: Last survivor dead.,The SS massacre in Oradour-sur-Glane: The last survivor has died.,The SS massacre in Oradour-sur-Glane: The last survivor has died.,0.1242,0.6316,0.6316,0.7556,0.8783,0.8783,0.8005,0.8559,0.8559,0.8935,0.9167,0.9167
80,"Deutsche Bank CEO Christian Sewing believes that additional interest-rate hikes are ""absolutely"" necessary to combat high inflation. ""The inflationary risks remain high. Energy prices can easily increase again, and China opening up may temporarily push up prices,"" Sewing told ""Welt am Sonntag.""","Deutsche-Bank-Chef Christian Sewing considers further interest rate hikes in the fight against high inflation rates to be ""absolutely"" necessary. ""The inflationary risks remain high. The costs for energy can easily rise again, and the opening of China can also give a temporary boost to prices,"" Sewing told the ""Welt am Sonntag"".","Deutsche Bank CEO Christian Sewing considers further interest rate hikes ""absolutely"" necessary to combat high inflation rates. ""The inflationary risks remain high. Energy costs can easily rise again, and China's reopening can also temporarily boost prices,"" Sewing told the World on Sunday.","The CEO of Deutsche Bank, Christian Sewing, believes that further interest rate hikes are ""absolutely"" necessary to combat high inflation. ""The inflationary risks remain high. Energy costs can easily rise again, and China's reopening can also temporarily boost prices,"" Sewing told the Sunday World.",0.2938,0.4645,0.4812,0.5064,0.6062,0.6484,0.764,0.7762,0.7811,0.8647,0.8754,0.8744
82,"Higher interest rates make borrowing more expensive. This may reduce demand and therefore counteract high inflation rates. Higher borrowing rates may also lead to delayed investment, thereby weakening economic growth.","Higher interest rates make loans more expensive. This can slow down demand and thus counteract high inflation rates. Higher loan interest rates can also lead to investments being postponed, resulting in weaker economic growth.","Higher interest rates make loans more expensive. This can slow down demand and thus counteract high rates of price increases. Higher loan interest rates can also lead to investments being postponed, resulting in weaker economic growth.","Higher interest rates make borrowing more expensive. This can slow demand and help curb high inflation. Higher interest rates may also lead to delayed investments, resulting in weaker economic growth.",0.3227,0.2011,0.4571,0.6279,0.5211,0.625,0.86,0.8317,0.8778,0.9057,0.8919,0.9192
84,"The ECB aims for price stability in the Eurozone over the medium-term with an inflation rate of two percent. This target has remained very distant for months. Though inflation weakened in January, consumer prices in the currency area among the now 20 countries were 8.5 percent higher than at the same time last year.","The ECB aims for price stability in the euro area in the medium term with an inflation rate of two percent. This target has been far from reached for months. In January, the price increase weakened again, but consumer prices in the currency area of the now 20 countries were still 8.5 percent above the level of the same month last year.","The ECB strives for price stability in the euro area in the medium term with an inflation rate of two percent. This target has been far from reached for months. In January, the price increase weakened again, but consumer prices in the currency area of the 20 countries were still 8.5 percent above the level of the same month last year.","The ECB aims for price stability in the euro area in the medium term with an inflation rate of two percent. This target has been far from reached for months. In January, the price increase slowed again, but consumer prices in the euro area of the now 20 countries remained 8,5 percent above the level of the same month last year.",0.4321,0.3653,0.3859,0.6821,0.6299,0.6177,0.7407,0.7323,0.7283,0.8632,0.8591,0.8695
