index,original,zero_shot_translation,improved_translation
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.",父化通常假设，当父母角色必须照顾或保护孩子或孩子替代物的情况下，解决方案是压倒性的力量，并利用这种力量强制形成一个非常具体的权力动态。,父亲化通常假设，当父母角色必须照顾或保护孩子或孩子替代物的情况下，解决方案是通过压倒性的力量来强制形成一个特定的权力结构。
149,- We provide links to where you can book the fare.,我们提供可以预订票价的链接。,我们提供可以预订机票的链接。
151,- More details are in the full blog post.,更多详情请参见完整的博客文章。,更多详情请查看完整的博客文章。
159,Over time dart became my go-to for quick UI.,随着时间的推移，Dart 成为我快速 UI 的首选。,随着时间的推移，Dart 成为我进行快速 UI 开发的首选。
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.",#flutter 很好用，他们有 #mobx 可以轻松进行状态管理。,#flutter 很好用，#mobx 可以轻松进行商店管理。
164,Echidna with amethyst and magenta spikes.,带有紫水晶和紫红色尖刺的针鼹。,带有紫晶和洋红色尖刺的针鼹。
167,"Their hair is raspberry, short and curly.",他们的头发是覆盆子色的，短而卷曲。,他们的头发是玫红色的，短而卷曲。
169,Their most interesting feature is their good deeds.,他们最有趣的特点是他们的善行。,他们最有趣的特点是他们的慈善行为。
172,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad - everyone ...",尽管布拉姆·斯托克、马克斯·施雷克和斯蒂芬妮·梅耶尽力让他们看起来很糟糕——每个人……,尽管布拉姆·斯托克、马克斯·施雷克和斯蒂芬妮·梅耶竭尽全力让他们显得不堪——每个人……
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.",需要将其翻译成普通话和/或福建话，我对这两种语言都一无所知。,需要将其翻译成普通话和/或闽南语，我对这两种语言完全不了解。
179,Been toying with this thought for a little while:,一直在琢磨这个想法。,我一直在玩味这个想法：
182,Because it happens in the mind and seems less tangible than physical health.,因为它发生在大脑中，看起来比身体健康更不具体。,因为它发生在心灵中，显得不如身体健康那样具体。
189,"My sex is non-binary, my gender is female.",我的性别是非二元的，我的性别认同是女性。,我的性别是非二元性别；我的性别是女性。
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,喜欢酸菜心情和其他世俗流行音乐、无线电工作室和各种各样的东西。,喜欢克劳特摇滚风格的音乐、超凡的流行音乐、实验音乐工作室和各种各样的东西。
196,Playing around a bit with Flutter.,玩转 Flutter。,随便玩玩 Flutter。
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.",老实说，我不愿意把我的业务建立在谷歌的技术上，另一方面，谷歌是少数真正有动力创造引人注目的跨平台体验的大公司之一，这一点显而易见。,说实话，我很不愿意把我的业务建立在谷歌的技术上；另一方面，谷歌是少数真正有动力创造引人注目的跨平台体验的大公司之一，这很明显。
203,A few very small difficulties have come to light.,出现了一些很小的困难。,有一些非常小的困难浮现出来了。
204,Nothing to set alarm bells ringing but nevertheless they are being addressed.,没有什么需要敲响警钟，但它们仍在被解决。,没有什么值得担忧，不过这些问题仍然在被处理。
205,A small update will be produced next week to correct them.,下周将进行一个小更新以纠正它们。,下周将发布一个小更新来纠正这些问题。
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,我不知道为什么我的大脑无法弄清楚；可能是因为工具太宽泛和模糊，以至于我的大脑因“选项太多”而死机。,我不知道为什么我的大脑无法弄清楚，可能是因为工具太宽泛和模糊，以至于我的大脑因“选项太多”而陷入僵局。
217,"There's... no way that would work, probably!",那……这绝对行不通，可能吧！,那……这可能行不通吧！
219,I was a voracious reader in my youth.,我年轻时是个贪婪的读者。,我年轻时是个如饥似渴的读者。
228,"But if Spotify has a good quarter, they will.",但如果 Spotify 季度表现良好，他们会。,但如果 Spotify 季度表现良好，他们会取得成功。
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,让他们重建全国那些被掏空和衰败的城市。,让他们再次复兴全国那些被掏空和衰败的城市。
235,These headlines and articles usually reference one CEO at one large company.,这些标题和文章通常提到一家大型公司的某位首席执行官。,这些标题和文章通常提到某家大型公司的首席执行官。
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,这都是标题党，但我确实担心那些阅读这些文章的高管和经理。,这些内容都是吸引点击的噱头，但我确实担心那些阅读这些文章的高管和经理。
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,它使人们能够避免耗时的通勤，从而节省时间，让他们有更多时间陪伴家人。,它使人们能够避免耗时的通勤，这些通勤占用了他们的时间和家庭生活。
247,"""This is a war between the pro-humans and anti-humans,"" he said.",“这是人类支持者和反人类者之间的战争，”他说。,“这是人类派和反人类派之间的战争，”他说。
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,他还争辩说，新民主党和进步人士为了环境的缘故想要减少人口。,他还争辩说，新民主党（NDP）和进步人士为了环保想要消减社会人口。
252,Whenever May would pop up I dreaded trying to celebrate my bday.,每当五月来临，我都害怕庆祝我的生日。,每到五月，我都害怕去庆祝我的生日。
258,Winter is 30 days away in this little part of the Great Southern World.,冬天距离这个大南方世界的小地方还有30天。,冬天距离南半球的这个小地方还有30天。
261,"The rain is falling and whilst/while it is not frozen, you ain't going dancing in it!",雨正在下，虽然它没有结冰，但你不会在雨中跳舞！,雨正在下，尽管它没有结冰，但你不能在这样的雨中跳舞！
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,你知道有什么高效的方法可以让一个网页组件对被添加或移除文档做出响应吗？,你知道有什么高效的方法可以让一个 Web 组件对被添加到或从文档中移除做出响应吗？
270,"We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).",我们创建一个独立的临时父级，在那里安装MO，并观察它变得独立（因此附加到其他地方）。,我们创建一个分离的临时父级，在那里安装MO，并观察它变得分离，随后附加到其他地方。
276,He's just absolutely ripped from tearing around my office twice a day.,他每天在我的办公室里跑两次，身材变得非常健美。,他每天在我的办公室里跑两次，结果身材变得非常肌肉发达。
277,"I don't have a scale to weigh him, but he feels like he's well over a pound.",我没有秤来称他的重量，但感觉他已经超过一磅了。,我没有秤来称他的重量，但他给人的感觉已经远远超过一磅了。
278,It makes me so happy to see him thriving.,看到他兴旺发达让我很高兴。,看到他过得很好让我很高兴。
280,1) Slight modifications to the Hel's Fighters map layout.,对地狱战士地图布局进行轻微修改。,对Hel's Fighters的地图布局稍作调整。
286,"All collards, kale, chard is transplanted.",所有羽衣甘蓝、羽衣甘蓝、瑞士甜菜都已移植。,所有羽衣甘蓝、甘蓝和瑞士甜菜已经完成移植。
288,Spring peas at Gilpin are showing up so trellise needs to be set.,吉尔平的春豌豆已经开始长出来了，所以需要搭建支架。,吉尔平的春豌豆已经长出来了，所以需要搭建篱架。
291,"Apple Maps comes default with iOS, and yet people would go out of their way to download and install Google Maps onto their iPhones.",苹果地图是iOS的默认应用，但人们仍然会特意下载并安装谷歌地图到他们的iPhone上。,苹果地图是iOS的默认应用，但人们仍然会专门去下载和安装谷歌地图到他们的iPhone上。
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).",出于好奇，我保持开放的心态，在我的测试iPhone设备上比较Google地图和Apple地图的表现（我的日常设备是Android设备，所以我很少使用iPhone）。,出于好奇，我在我的测试iPhone设备上比较Google地图和Apple地图的表现。我的日常设备是Android设备，所以我很少使用iPhone。
297,No idea.,不知道。,我也不清楚。
300,Could it be that Google Search is integrated with Google Maps?,谷歌搜索是否与谷歌地图集成在一起？,谷歌搜索会不会与谷歌地图整合？
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.",我倾向于不向最终用户发布垃圾产品，而苹果在2012年推出的Apple Maps时彻底搞砸了。,我不愿意向最终用户发布劣质产品。苹果在2012年推出的苹果地图时严重失误。
306,The house itself declines in value because it loses its condition and needs to be replaced.,房屋本身的价值下降，因为它的状况变差，需要更换。,房屋本身的价值下降，因为它的状况变差，需要修缮。
310,They're not stupid enough to sell the sell forever.,他们还不至于愚蠢到永远出售。,他们还不至于愚蠢到会一直推销下去。
313,It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way.,当你观看澳大利亚和美国的媒体频道时，土地可能有一天会被夺走，这似乎是不可思议的，但那是因为富人整天都在上面，确保你的思想以某种方式思考。,当你观看澳大利亚和美国的媒体频道时，土地有一天可能会被收回，这似乎是不可思议的，但那是因为富人整天都在上面，确保你的思想以某种方式思考。
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.",向所有投资者致敬，祝贺你们的成功和梦想的实现。,向所有投资者举杯，祝贺你们的成功和梦想的实现。
322,Let us continue to work together towards creating a brighter future for all.,让我们继续携手共创更加光明的未来。,让我们继续携手共创更加光明的未来，为所有人创造更美好的未来。
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,我常常对人类能如此自我贬低感到惊讶，同时又被大量关于真正残酷的证据所淹没。,我常常思考人类为何能如此自我贬低，尽管有那么多关于真正残酷的证据摆在面前。
327,We're all such messy critters.,我们都是如此混乱的小动物。,我们都是一群乱糟糟的小家伙。
332,"or ""Modal editors are useless today"" :morty:",或者“模式编辑器今天没用” :morty:,或者《模式编辑器今天毫无用处》 :morty:
336,How would you share personal libraries?,你会如何分享个人图书馆？,你会怎样分享你的个人藏书？
341,"Also one day I am totally gonna do the mile high orgasm, maybe not with a str",还有一天，我一定要尝试空中高空高潮，也许不需要一个str。,有一天我一定要尝试在飞机上达到高潮，也许不需要一个特定的人。
342,I don't agree that #Mastodon is difficult to setup.,我不同意 #Mastodon 很难设置。,我不同意#Mastodon很难安装。
345,"I wish there was a ""who to follow"" recommendation somehow.",我希望能有一个“推荐关注”的功能。,我希望能有一个推荐关注的功能。
347,If you stick to the default web interface it doesn't look and feel good (imho).,如果你坚持使用默认的网页界面，它看起来和感觉都不好（仅代表个人意见）。,如果你坚持使用默认的网页界面，它的外观和使用体验都不好，仅供参考。
352,Explanation: account for both sides of mutual influence,解释：考虑到相互影响的双方。,解释：考虑到互相影响的双方因素。
356,"Even if he didn't get to say them during the town hall, everyone in America will hear them anyway, repeatedly, between now and November 2024.",即使他在市政厅上没有机会说出来，从现在到2024年11月，美国的每个人都会反复听到这些话。,即使他在市政厅会议上没有机会说出来，从现在到2024年11月之间，美国的每个人无论如何都会反复听到这些话。
366,Throwing everything you've got over the fence in response to GPT is not it.,把你所有的东西都扔过围栏来回应GPT并不是解决办法。,倾尽全力去应对GPT并不是解决办法。
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.",如果我尝试计算我的一重复最大重量，我可能没有足够的重量来达到最大值，或者相反，这可能会严重伤害/杀死我。,如果我尝试估算我的一重复最大重量（1RM），我可能没有足够的重量来达到这个最大值，或者相反，这可能会导致严重受伤甚至死亡。
375,I swear burrata didn't exist five years ago,我发誓五年前根本没有布拉塔奶酪。,我发誓五年前没有布拉塔。
376,This is my personal Mandela effect thing.,这是我个人的曼德拉效应现象。,这是我个人的曼德拉效应。
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,我从未见过谁的妈妈做过，也没有在聚会上被塞给过，也没有在任何人的调味或烘焙日中出现过。,我从未见过谁的妈妈做过这种东西，也没有在聚会上被硬塞给过，也没有在任何人的酱料制作或烘焙活动中见过。
380,It just appeared one day and suddenly it was available everywhere.,有一天它突然出现，然后到处都能买到。,有一天它突然出现，随后便随处可见。
385,"This would be mainly for web browsing, occasional email, and some games.",这主要用于网页浏览、偶尔的电子邮件和一些游戏。,这主要用于浏览网页、偶尔收发电子邮件和玩一些游戏。
387,"""A good game is only late until it ships.",好游戏只会迟到，直到它发货。,好游戏只会迟到，直到它发布为止。
392,"""Or, as an industry catch phrase goes: A late game is only late until it ships.",或者，正如行业流行语所说：一款跳票的游戏只会在发售前跳票。,或者，正如行业流行语所说：一款延期的游戏只会延期到发售为止。
394,Is it so ephemeral then?,那么它是如此短暂吗？,它真的如此转瞬即逝吗？
397,"He carries it in his mouth proudly all over the house, and I just have to laugh inwardly.",他骄傲地把它叼在嘴里，满屋子走，我只能在心里偷笑。,他骄傲地把它叼在嘴里，在屋子里到处走，我只能在心里暗笑。
399,Have now done a full round trip on the new ICNG train.,现在已经乘坐新的ICNG列车完成了一次往返旅程。,现在已经搭乘新的ICNG列车完成了一次完整的往返旅程。
400,I really like it.,我真的很喜欢。,我非常喜欢它。
402,There's areas that could use some polish.,有些地方需要润色。,有些地方还可以进一步完善。
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.",即缺乏足够的垃圾桶，也缺乏解释灯光颜色意义的标志。,即缺乏足够的垃圾箱，也缺乏用于解释灯光颜色重要性的标识牌。
404,"Fix those minor issues, and then can we have more of these please?",修复那些小问题，然后我们可以多要一些吗？,修复那些小问题。然后，我们可以多要一些这样的东西吗？
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,每位顾客限购一块，以确保每位排队的人都能买到一块。,每位顾客限购一块板，我们努力确保每位排队的人都能买到。
407,"You can buy ONE of the boards listed above, not one of each.",您可以购买上面列出的其中一块板，而不是每种都买一块。,您可以购买上面列出的其中一个板，而不是每种都买一个。
409,Yesterday I had the best time with my friend and former rabbi colleague.,昨天我和我的朋友兼前拉比同事度过了最美好的时光。,昨天我和我的朋友兼曾经是拉比的同事享受了愉快的时光。
410,We visited for a couple hours on my porch.,我们在我的门廊上待了几个小时。,我们在我家聊了几个小时。
412,We all have stories to tell.,我们都有故事要讲。,我们每个人都有故事要讲。
415,I quite like akkoma the software and the domain name I got for my instance.,我非常喜欢 Akkoma 这个软件和我为我的实例获得的域名。,我挺喜欢 Akkoma 这个软件和我为我的实例获得的域名。
416,"But I feel somehow I started this instance on the wrong foot, so to speak.",但我觉得不知怎么地，我在这个情况下有点不太顺利，可以这么说。,但我觉得不知为何，我在这个情况下有些不顺。
423,Repnids have tunnelled below the surface and you fall into a boiling mass of hundreds of Repnid bodies in a cavern below.,Repnid在地表下挖掘隧道，你掉入了下面洞穴中沸腾的数百个Repnid身体之中。,Repnid在地表下挖掘隧道。你掉入了下面洞穴中汹涌翻腾的数百个Repnid身体之中。
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.",结局迅速，几对毒牙注入致命的毒液，迪斯克拉的空气污染了你的肺部。,结局迅速，几对毒牙注入致命毒液，Dyskra的空气污染了你的肺部。
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.",八眼的Repnids似乎在注视着你，但它们没有向你移动，事实上，当你慢慢走向它们时，它们一动不动。,八眼的Repnids似乎在注视着你，但它们没有向你移动。事实上，当你慢慢走向它们时，它们仍然一动不动。
432,"You decide that establishing contact again would be dangerous and return to your flyer, but the experience has cleared your mind which had been befuddled ever since you jumped into the future.",你决定再次建立联系会很危险，于是返回飞行器，但这次经历清醒了你的头脑，自从你跳入未来以来，它一直处于混乱状态。,你决定再次建立联系会很危险，于是返回飞行器。这次经历让你的头脑清醒了，自从你跳入未来以来，你的头脑一直处于混乱状态。
437,I started a new shawl.,我开始了一条新的披肩。,我开始织一条新的披肩。
442,I am using a H hook with a similar double crochet pattern as I have done before.,我正在使用H钩和以前相似的长针图案。,我正在使用H号钩针和以前用过的相似的长针钩编图案。
448,The literature class hatred is even worse: I love to read.,文学课的仇恨更严重：我喜欢阅读。,我对文学课的厌恶更深：我喜欢阅读。
454,Humanity is out in 5 days.,人类将在5天后消失。,人类将在五天后结束。
456,What will people think of it?,人们会怎么想？,大家会怎么想呢？
463,Came home on my lunch break to see this sitting outside uwu.,午休时回家看到这个坐在外面uwu。,午休时回家看到这个放在外面。
464,Wish I could take it back to work with me to setup more.,希望我能把它带回去工作，设置更多。,希望我能把它带回去工作，进行更多设置。
466,So I finally watched #Heartstopper,所以我终于看了《心跳漏一拍》。,所以我终于看了《心跳停停》。
477,"But it's important to not make excuses for issues and just fix them, especially in production when your lead needs changes.",但重要的是不要为问题找借口，而是要解决它们，尤其是在生产中当你的主管需要更改时。,但重要的是不要为问题找借口，而是要立即解决它们，尤其是在生产中，当你的负责人需要更改时。
480,"Good critique is there to correct the problem quickly, and isn't directed at your ability.",好的批评是为了迅速纠正问题，并不是针对你的能力。,好的反馈旨在迅速纠正问题，并不是针对你的能力。
485,These roots are hidden.,这些根是隐藏的。,这些根是被隐藏的。
486,Work is not visible.,工作不可见。,工作不明显。
492,He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains.,他等到在铺位房间的黑暗中才拿出纸条，在透过遮光窗帘的光束中读了起来。,他等到在卧室的黑暗中才把纸条拿出来，在透过遮光窗帘的光线下读了起来。
495,I've met some marvelous new #Mastodon mates lately and want to maintain the trend.,最近我认识了一些很棒的新的 #Mastodon 朋友，并希望保持这种趋势。,最近我认识了一些很棒的新的#Mastodon伙伴，并希望继续这种趋势。
